date,title,content
20161229,귀농 귀촌인 해마다 증가세,"[충북일보] 농촌에 정착한 귀농 귀촌인이 해마다 증가하고 있다. 충북도는 안정적인 정착지원을 위해 귀농 귀촌 상생발전 방안을 수립하는 등 농촌에 활력을 불어넣을 방침이다. 29일 도에 따르면 지난해 도내에 정착한 귀농 귀촌인은 3만1천45명으로 2013년 2만5천371명, 2014년 2만7천240명으로 해마다 증가하고 있다. 지난해 귀농 귀촌한 이들 가.."
20161229,[2017 신년사] 김재수 농림축산식품부 장관,김재수 장관[사진=농림축산식품부] 존경하는 전국의 농림축산식품산업 가족 여러분! 우리 농업과 농촌을 아껴주시는 국민 여러분! 그리고 관련 기관 및 단체 임직원과 공직자 여러분! 2017 정유년 새해가 밝았습니다. 풍요의 상징이자 오덕(五德)을 갖춘 닭의 해를 맞아 가정에 기쁨과 희망이 가득하고 바라시는 모든 일이 뜻대로 이루어지기를 기원합니다. 우리..
20161229,1박 2일‘유기농라이프’체험 청년들 농업미래를 보다,"참가자 대부분이 관련학과 학생 6차산업 견인 젊은富農도 참여 수익낮고 무료한 산업 편견깨기  한국농촌경제연구원은 ‘2016 국내외 친환경농산물 생산실태 및 시장전망’을 통해 2013년 이후 국내 친환경농산물의 연평균 재배면적은 16.1%, 인증농가도 매년 17.5%씩 감소해 올해 시장규모는 2014년 1조5000억보다 줄어든 1조4000억원 수준으로.."
20161229,[신년사]김재수 농림축산식품부 장관,[아시아경제 오현길 기자] 신년사 전문존경하는 전국의 농림축산식품산업 가족 여러분!우리 농업과 농촌을 아껴주시는 국민 여러분!그리고 관련 기관 및 단체 임직원과 공직자 여러분!2017 정유년 새해가 밝았습니다. 풍요의 상징이자 오덕(五德)을 갖춘 닭의 해를 맞아 가정에 기쁨과 희망이 가득하고 바라시는 모든 일이 뜻대로 이루어지기를 기원합니다.우리 농림축..
20161229,"2016년 사회조사,곡성군민 90% 자부심 나타나 '눈길'","""828개 표본가구 대상으로 66개 항목 조사"" [아시아경제 노해섭 기자] '2016년 곡성군 사회조사’결과 곡성군민 90%가 지역민으로서 자부심을 가지고 있는 것으로 나타나 눈길을 끈다. 곡성군(군수 유근기)은 지난 8월 29일부터 9월 9일까지 만 15세 이상 곡성군에 거주하는 828개 표본가구를 대상으로 '2016곡성군 사회조사’를 실시하고 그 결.."
20161228,[토막소식철원 화천 양구 인제 2016년 12월 28일,"◇인제군이 하늘내린 농업인대학 농산물가공반, 사과반, 기초농업(귀농 귀촌)반 등 3개 과정당 30명 내외의 신입생을 내년 2월10일까지 모집한다.

【인제】"
20161228,[횡성]“9년 연속 인구증가세 대성과”,"횡성군 인구증가 시책 효과
도내 지자체 평가 '최우수'

청년인구 감소 숙제 꼽혀
한 군수 “기업유치로 해결”

“올해 횡성군의 가장 큰 성과는 인구가 꾸준히 늘고 있는 것입니다.”

한규호 횡성군수(사진)는 올해 최대 성과로 인구 증가를 꼽았다. 

횡성군은 도에서 주관한 `2016 인구 늘리기 추진실적 우수 시 군 평가'에서도 최우수 자치단체로 선정.."
20161228,농산어촌 3만5695곳 공간정보 구축 ‘귀농 귀촌의 모든 것’ 한눈에 보세요,"‘국민 맞춤형 서비스’ 펼치는 농림수산식품교육문화정보원



농림수산식품교육문화정보원(원장 박철수 농정원)이 공공 정보 개방과 내부 업무 효율성을 높이는 각종 사업을 통해 국민의 편익을 도모하고 있다. 귀농 귀촌인들에게 유익한 농촌 마을 정보 서비스와 같은 농정원의 사업들은 정책 수요자인 국민이 체감할 수 있는 맞춤형 서비스라는 점에서 ‘정부 3.0’ .."
20161228,내년 지자체 공무원 4426명 증원 복지 안전 중점,내년 전국 지방자치단체에 소방공무원과 사회복지분야 공무원 등 4426명의 공무원이 늘어난다.행정자치부는 2017년 지방자치단체 기준인건비 산정결과를 지방자치단체에 최종 통보한다고 28일 밝혔다. 이에 따르면 2017년에는 사회복지와 소방공무원 등 현장인력을 포함해 지방자치단체 인력이 전년도보다 4426명 증원된다.주민생활에 밀접한 현장행정이 원활하게 수..
20161228,내년도 지자체 공무원 4426명 증원 복지 소방 주민안전 지역공동체 등,"내년도 지방자치단체 공무원이 사회복지, 소방, 주민안전 분야를 중심으로 4426명 증원된다. 
?행정자치부는 2017년 지방자치단체 기준인건비를 산정해 지자체에 최종 통보했다고 28일 밝혔다. 
 
기준인건비제도는 인건비성 경비의 총액인 기준인건비(인력×단가) 범위에서 지자체가 정원을 자율적으로 관리하는 제도다. 인구, 재정여건, 행정수요 등에 따라 행.."
20161228,[新전원일기] 청정하도다(淸情荷道多),"‘나 돌아갈래.’
11년 전인 2005년 대학을 졸업한 김미선(31) 지리산 피아골 식품영농조합법인 대표는 전주를 떠나 고향인 지리산 피아골로 돌아갔다. 고향의 산냄새와 흙냄새, 계곡의 냄새가 너무 그리워 일주일에 한 차례 다니는 것만으로는 성에 차지 않았다. 하지만 젊은 여자가 시골로 돌아간다니 대부분 냉소적이었다.
“능력이 없어서 시골로 가는 거지..."
20161228,"[자치단체장 25시] 노랑 보면 장성 떠오르게 뚝심 군수, 色다른 부자농촌의 꿈",유두석(66) 전남 장성군수 부부는 모두 군수 출신이라는 이례적인 경력을 갖고 있다. 유 군수는 2006년 군수에 당선됐지만 선거법 위반으로 1년 6개월 만에 낙마했다. 하지만 보궐선거에서 남편의 뒤를 이어 중학교 교감 출신의 부인 이청(59)씨가 당선됐다. 이 부부는 민주당 아성인 호남 텃밭에서 모두 무소속으로 승리를 거머쥐었다. 2010년 부인이 무..
20161228,"""은퇴하는 베이비부머 탈울산 막아라""",- 귀농귀촌 지원 의료서비스 확대- 전원주택 공급 정주여건도 개선'산업 수도' 울산시가 산업화를 일군 '베이비부머 세대'의 울산 이탈을 줄일 종합 대책을 마련해 시행한다. 27일 울산시에 따르면 2015년 말 기준 울산의 베이비부머 세대(1963 1955년 출생)는 전체 인구의 14.8%인 17만4084명이다. 이들의 자녀를 뜻하는 '에코세대'를 포함하..
20161228,곡성 귀농ㆍ귀촌인 역할ㆍ화합방안 모색,곡성의 귀농ㆍ귀촌인들이 한 자리에 모여 지역에서 자신들의 역할 및 화합 방안을 모색해 보는 장이 마련됐다.곡성군은 지난 21일부터 22일까지 귀농ㆍ귀촌인 100여 명이 참석한 가운데 강빛마을(죽곡면)에서 ‘귀농귀촌인 워크숍’을 개최했다고 27일 밝혔다첫째 날인 21일에는 ‘소동락 즐거운 귀농귀촌 동행’이라는 주제로 서민호 귀농귀촌팀장과 NH농협은행 신상..
20161228,울산 베이비부머 정주여건 확대,"울산시가 은퇴 전후의 베이비부머 층 이탈을 막기 위한 종합대책을 마련하고 나섰다. 시는 베이비부머 층을 위한 정주여건 종합대책을 세웠다고 27일 밝혔다. 
 
시가 베이비부머 층에 적극적인 관심을 표명하는 것은 지난해 말 기준으로 전체 시민의 14.8%인 17만 4000여 명에 이를 정도로 인구 밀집도가 높기 때문. 여기에다 자녀세대를 포함하면 주민등록.."
20161228,"울산시, 베이비부머 지원 팔 걷었다","울산시가 지역 기업체에서 정년을 맞아 은퇴하는 베이비부머(1955 1963년생)의 외부 유출을 막기 위해 수요맞춤형 정주여건 종합대책을 추진한다. 
 
 27일 울산시에 따르면 울산의 베이비부머는 지난해 말 기준 17만4084명으로 전체 주민등록인구의 14.8%이며 자녀세대인 에코세대를 포함하면 34.7%를 차지하는 울산의 대표 계층이다. 
 
 이처럼.."
20161227,울산 베이비부머 맞춤형 일자리사업 확대,"울산 전체 인구의 15%를 차지하는 베이비붐 세대의 은퇴 후 '탈(脫) 울산'을 막기 위해 일자리 창출, 귀농귀촌 지원, 의료 서비스 등이 포함된 종합대책이 추진된다. 울산시는 은퇴 시기를 맞은 베이비붐 세대가 일자리 또는 귀농귀촌 등 다양한 이유로 울산을 떠날 경우 인구 감소현상이 가속화될 것으로 보고 '베이비붐 세대 정주여건 종합대책'을 추진한다고 .."
20161227,장성 ‘色 마케팅’ 역대 최고 성과 거뒀다,"장성군은 지자체 최초로 색(色) 마케팅을 도입한 ‘옐로우시티’ 정책으로 역대 최고 군정 성과를 거둔 것으로 나타났다.

27일 장성군에 따르면 올해 정부 부처와 전남도 등이 주관한 각종 평가에서 34개 부분의 상을 받아 8천400여만원의 포상금과 시상금을 받았다.

분야별로 살펴보면 정책부분 7개, 보건부문 6개, 농업부분 5개, 산림부분 4개로 전체 .."
20161227,[영월]영농현장서 하이테크 융 복합 기술 응용,"【영월】영월군이 내년 1월3일부터 26일까지 18일간 농업기술센터 및 읍 면사무소 등에서 2017 하이테크 농업 혁신교육을 실시한다.

대상은 농업인 1,800명으로 기존 품목별 생산 위주의 기술교육을 하이테크 융 복합 기술과 6차 산업 확산을 위한 체계전환이라는 목표로 추진된다.

내용은 채소, 과수, 특용작물 등 영농현장의 핵심 실천 기술 교육이 진.."
20161227,"장흥군, 연말까지 실거주민 대상 ‘인구 지키기’ 총력","장흥군이 ‘내고장 인구 지키기 운동’에 팔을 걷어붙이고 나섰다. 이는 지난 2009년부터 지난해말까지 6년 연속 인구가 증가하는 성과를 거뒀으나, 올 들어 인구 감소의 폭이 커지고 있기 때문이다. 장흥군은 지방자치시대의 경쟁력 가운데 인구가 중요한 부분을 차지하는 만큼 연말까지 인구 지키기 운동에 총력을 기울인다는 방침이다. 이번 인구 지키기 운동에는 .."
20161227,"울산시, 베이비붐 세대 정주여건 종합대책 추진","울산시는 은퇴했거나 은퇴를 준비 중인 베이비붐 세대를 위한 정주 여건 종합대책을 추진한다. 울산의 베이비붐 세대는 1955년부터 1963년 사이에 태어난 세대로 2015년 말 기준 17만4,084명(14.8%)으로 울산의 대표 계층이다. 이들은 △일자리 △주택 △귀농 귀촌 △의료서비스 등 4대 분야에 관심이 많았다. 울산시는 소득절벽이 발생하지 않도록 .."
20161227,산타마을 백두대간협곡열차 '한국 관광의 별'된 오지마을," 신도청시대 경북 북부권은 물론, 한반도 허리 경제권의 중심 휴양도시로 자리매김한 봉화군은 산림`농업`복지`문화`관광 분야에서 괄목할 만한 성과를 올리며 대한민국 산림휴양도시로 비상하고 있다. 
대한민국 대표 오지로 불리던 봉화군이 예산 7년 연속 3천억원 시대를 열었고 군 채무 제로화시대를 실현한 것은 알뜰한 살림살이와 역동적이고 공격적인 행정 추진이.."
20161227,홍성군 귀농 귀촌도시 정착 광역교통망 구축 성과,"홍성군은 올해 중앙부처와 충남도 등이 실시한 각종 평가에서 2개 분야에서 대상을 받는 등 큰 성과를 거뒀다. 군은 올해 행정실적평가에서 복지행정 2개 분야(복지재정 효율화, 복지전달체계 개편) 대상, 16개 분야에서 최우수상, 53개 부문에서 수상하며 15억 3900만원의 상금을 받았다고 밝혔다. 군은 내포신도시와의 연계 접근성 강화와 지속가능한 성장기.."
20161226,[ 2016년 홍성군정 결산]명실상부 충남 중심지 도약,"[홍성=충청일보 고영호기자]홍성군은 2016년 도청이전 4년차를 맞아 '힘찬도약, 희망홍성' 이란 슬로건 아래 급변하는 환경에 능동적으로 대응하여 명실상부한 새로운 충남의 중심지로 발돋움했다. 군은 대내외적으로 어려운 여건 속에서도 국가 주요 정책에 적극 대응해 2016년 행정실적평가에서 복지행정 2개 분야(복지재정 효율화, 복지전달체계 개편) 대상 등.."
20161226,"홍성군, 2016년 다양한 군정성과로 '알찬' 마무리","[중부매일 최현구 기자] 홍성군은 2016년 도청이전 4년차를 맞아 '힘찬도약, 희망홍성' 이란 슬로건 아래 급변하는 환경에 능동적으로 대응해 명실상부한 새로운 충남의 중심지로 발돋움했다. 군은 대내외적으로 어려운 여건속에서도 국가 주요 정책에 적극 대응해 2016년 행정실적평가에서 복지행정 2개 분야(복지재정 효율화, 복지전달체계 개편) 대상 등 16.."
20161226,"홍성군, 다양한 군정성과로 올해 마무리","[홍성]홍성군은 2016년 도청이전 4년차를 맞아 '힘찬도약, 희망홍성'의 슬로건 아래 급변하는 환경에 능동적으로 대응해 명실상부한 새로운 충남의 중심지로 발돋움했다고 26일 밝혔다. 
군은 대내외적으로 어려운 여건 속에서도 국가 주요 정책에 적극 대응해 2016년 행정실적평가에서 복지행정 2개 분야(복지재정 효율화, 복지전달체계 개편) 대상 등 16개.."
20161226,‘歸村장려’ 도시 ↔ 농촌 순환형 주택 공급,"- LH, 귀농 귀촌 주택 플랫폼사업 본격화



베이비붐세대 주택 팔지 않고

에코세대에 임대해 귀촌 자금

민간투자자 건설사 함께 참여

지자체는 프로그램제공 ‘윈윈’



홍천 아산 등 8곳 후보지 선정

내년 하반기 착공 2018년 분양



베이비붐(1955 1963년 출생) 세대의 귀농 귀촌을 촉진해 지역 소멸 위기를 극복하는 ‘도시-농촌 지.."
20161226,"유근기 곡성군수, 올해의 지방자치 CEO 선정",한국공공자치연구원(이사장 박우서)이 주관하는 ‘2016 올해의 지방자치 CEO’에 유근기 곡성군수가 전남 기초단체장 중 유일하게 선정되는 영예를 안았다.‘올해의 지방자치 CEO’는 자치경영에 탁월한 업적과 지방자치 선진화 및 지역발전에 모범이 되는 차별화된 성과를 올린 전국의 광역 기초 자치단체장을 대상으로 선정하는 상이다.유근기 군수는 곡성군 사상 최..
20161226,올해의 지방자치 CEO 유근기 곡성군수 선정,"한국공공자치연구원이 주관하는 올해의 지방자치 CEO에 유근기(사진) 곡성군수가 전남 기초단체장 중 유일하게 선정됐다.올해의 지방자치 CEO는 자치경영에 탁월한 업적과 지방자치 선진화, 지역 발전의 모범이 되는 차별화된 성과를 올린 전국의 광역, 기초 자치단체장을 대상으로 선정하는 상이다. 지역정책연구포럼 회원 202명과 전국 자치단체 공무원 1191명 .."
20161225,“주민과 함께 ‘희망 곡성’ 만들기 매진하겠다”,"“곡성 주민 모두와 함께 희망 곡성을 만드는 데 온 힘을 다하겠습니다.”

유근기(사진 오른쪽) 곡성군수가 ‘올해의 지방자치 최고경영자(CEO)’에 선정돼 주목을 끌었다.

25일 곡성군에 따르면 유 군수는 지난 22일 오후 한국공공자치연구원 주관으로 열린 ‘2016 올해의 지방자치 CEO’ 시상식에서 전남 기초자치단장으로서는 유일하게 시상대에 올랐다..."
20161225,해남 귀농 귀촌 종합평가회 ‘성황’,"해남군은 지난 20일 계곡면에 위치한 귀농귀촌희망센터에서 읍 면 귀농귀촌업무 담당자와 지역대표, 땅끝귀농귀촌협회 등 30여명이 참석한 가운데 귀농 귀촌 종합평가회를 성황리에 마쳤다.

25일 해남군에 따르면 이번 종합평가회에서는 2016년 도시민 농어촌유치 지원사업 및 귀농인 지원사업 추진성과와 우수사례 등을 상호 공유하고, 각 읍면별 추진성과 및 개선.."
20161225,장흥 내고장 인구 지키기 ‘팔 걷었다’,"장흥군이 ‘내고장 인구 지키기 운동’에 팔을 걷어붙이고 나섰다.

25일 장흥군에 따르면 장흥군은 지난달 말 기준 4만344명으로 지난 2009년부터 지난해 말까지 6년 연속 인구가 증가하는 성과를 거뒀으나, 올해 들어 인구 감소의 폭이 커지고 있는 실정이다. 이에 장흥군은 지방자치시대의 경쟁력 가운데 인구가 중요한 부분을 차지하는 만큼 연말까지 인구 .."
20161225,충주시 농업인 아카데미 개최,"-충주시 각 읍면동에서 추천받은 농업인 들이 농업기술센터 대강당에서 농산물 유통과 마케팅기법 등의 강의를 듣고 있다. [충북일보=충주] 충주 농업의 미래를 이끌 의욕 넘치는 농업인들이 한자리에 모였다. 지난 23일 농업기술센터 대강당에는 농업인대학 수료생과 귀농 귀촌 교육 이수자, 각 읍면동에서 추천받은 선도농업인 등 200여명의 농업인들이 모여 농산.."
20161225,"유근기 곡성군수,전남기초단체장 중 유일 ""올해의 지방자치 CEO 선정""","""곡성군 경쟁력 제고와 군민 복지증진 기여한 부문 높은 평가""[아시아경제 노해섭 기자]한국공공자치연구원(이사장 박우서)이 주관하는 '2016올해의 지방자치 CEO’에 유근기 곡성군수가 전남 기초단체장 중 유일하게 선정되는 영예를 안았다. ‘올해의 지방자치 CEO’는 자치경영에 탁월한 업적과 지방자치 선진화 및 지역발전에 모범이 되는 차별화된 성과를 올린.."
20161223,"장흥군, 지방자치시대 경쟁력 ‘인구를 지켜라’","[중도일보] 연말까지 인구 지키기 총력전남 장흥군이 ‘내고장 인구 지키기 운동’에 팔을 걷어붙이고 나섰다.군은 2009년부터 지난해 말까지 6년 연속 인구가 증가하는 성과를 거뒀으나, 올해 들어 인구 감소의 폭이 커지고 있는 상황이다. 군은 지방자치시대의 경쟁력 가운데 인구가 중요한 부분을 차지하는 만큼 연말까지 인구 지키기 운동에 총력을 기울인다는 방.."
20161223,"지역 최고층 아파트 `창녕 코아루더파크`, 선착순 분양 중","한국토지신탁은 경남 창녕군 창녕읍 일대에 공급하는 '창녕 코아루더파크'의 선착순 분양을 진행하고 있다.

최고 20층 높이의 아파트 6개 동에 ▲59㎡ 53세대 ▲74㎡ 40세대 ▲84㎡ 298세대를 마련하고, 그중 90%에 달하는 대부분 세대에 4베이 설계를 적용하는 등 혁신적인 주거공간을 제공한다.

특히 창녕읍에서는 처음으로 20층의 주거공간이 공.."
20161223,대형공사 마무리되자 道 전입인구 급감,"전년대비 4,018명 감소
교통망 개선 등 영향도

도내 각 시 군별 전입인구가 크게 줄어들었다. 지방 공공이전 및 대형SOC사업 마무리의 영향인 것으로 풀이된다. 통계청 자료 분석 결과 올해 1~11월 도내 순이동(전입인구-전출인구)은 1,115명을 기록했다. 전입인구가 전출인구보다 많았던 것이다. 하지만 지난해 같은 기간 기록한 순이동 4,640명에.."
20161222,창녕군 도시민 유치 지원정책 성과,"인구를 증가시키고자 도시민을 유치하는 지원 정책을 많이 펼쳤던 창녕군이 결실을 봤다. 창녕군은 지난 20일 농림축산식품부에서 주관한 2016년 도시민 농촌유치 지원사업 성과 평가에서 장려상(시상금 100만 원)을 받았다. 전국 55개 시 군을 대상으로 한 이번 평가에서 창녕군은 1차 서류심사에서 12개 시군에 뽑혔고, 2차 대면평가(2016.12.13 .."
20161222,"곡성군,귀농 귀촌 워크숍 개최",[아시아경제 노해섭 기자]곡성의 귀농 귀촌인들이 한 자리에 모여 지역에서 자신들의 역할이 무엇인지 함께 고민하고 화합하는 시간을 가졌다.곡성군(군수 유근기)은 지난 21일부터 22일까지 귀농 귀촌인 100여 명이 참석한 가운데 강빛마을(죽곡면)에서 ‘귀농귀촌인 워크숍’을 개최했다고 밝혔다첫째 날은 ‘소동락 즐거운 귀농귀촌 동행’이라는 주제로 서민호 귀농..
20161222,"해남군, 귀농 귀촌 종합평가회 실시","""올해 사업평가, 귀농귀촌희망센터 중추적 역할 기대 "" [아시아경제 노해섭 기자]해남군은 지난 20일 계곡면에 위치한 귀농귀촌희망센터에서 읍 면 귀농귀촌업무 담당자와 지역대표, 땅끝귀농귀촌협회 등 30여명이 참석한 가운데 2016년도 귀농 귀촌 종합평가회를 가졌다. 이번 종합평가회에서는 2016년 도시민 농어촌유치 지원사업 및 귀농인 지원사업 추진성과와.."
20161222,[새책] 시골 빈집에서 행복을 찾다,"시골 빈집에서 행복을 찾다/이케다 하야토/라이팅하우스 우리 사회에서도 그리 낯설지 않은 '귀농'의 일본식 버전인 '시골 이주'를 다룬 책이다. 최근 일본에서 떠오르는 트렌드인 '시골 이주'는 도시의 소모적 생활을 버리고 자발적으로 주거 환경을 바꾼다는 점에서 기존의 귀농, 귀촌보다 적극적인 표현이다. 저자는 2014년 가족과 함께 도쿄를 떠나 아무 연.."
20161222,"경북 의성군, 농림축산식품부 도시민 농촌유치지원사업 장려상","[중도일보] 경북 의성군은 농림축산식품부에서 주관한 2016년 도시민 농촌유치지원사업 성과평가에 장려상을 받았다고 22일 밝혔다.이번 시상은 농림축산식품부가 도시민 농촌유치지원사업을 추진 중인 전국 55개 지자체를 대상으로 추진 성과를 서면 및 발표 평가를 했다.평가는 도시민 유치실적 및 사업운영체계, 귀농 귀촌 희망자 지원 프로그램 운영, 지역민과의 .."
20161222,"장흥군, 지방자치시대의 경쟁력 “인구를 지켜라“","""연말까지 인구 지키기 총력, 실거주민 잘 아는 마을 이장 전면 나서""""공공기관 및 기업 관계자, 귀농인 등 실제 거주민 대상"" [아시아경제 노해섭 기자]장흥군이 ‘내고장 인구 지키기 운동’에 팔을 걷어붙이고 나섰다. 장흥군은 2009년부터 지난해 말까지 6년 연속 인구가 증가하는 성과를 거뒀으나, 올해 들어 인구 감소의 폭이 커지고 있는 상황이다. 군.."
20161221,정부 공모사업 1025억여원 따냈다,"[청양=충청일보 이용현기자]충남 청양군이 군민들의 복지,문화,개발욕구 수요 증가에 따른 양질의 정부예산 확보를 위해 연초 부터 발 벗고 나선 결과 올해 총 23개 사업, 1025억7500만원의 공모사업을 가져왔다. 군은 중앙부처에서 실시예정인 각종 공모사업에 대한 신속한 정보 수집으로 사업 계획을 미리 준비하는 등 선제적 대응에 총력을 기울였다. 이를 .."
20161221,[평창]농촌진흥청 주관 사업 `우수'-농기계순회 수리 임대사업 확대,"농촌진흥청이 주관하는 2016년 지방농촌진흥기관 부문 평가에서 평창군농업기술센터(센터장:김봉기 사진)가 우수 농업기술센터로 선정됐다.

이번 평가에서 농업기술센터는 23개 분야 137종의 사업을 추진해 농가소득을 향상시키고 농업 경쟁력을 확보한 공로를 인정받았다. 특히 군농업기술센터는 귀농 귀촌담당부서를 신설했고 농촌고령화와 인건비 상승에 따른 일손부족.."
20161221,증평군 귀농 귀촌인 영농정착기술 교육 수료식 개최,[충북일보=증평] 증평군 귀농 귀촌인 영농정착기술 교육 수료식이 21일 증평농업인문화관에서 교육생 40여명이 참석한 가운데 개최했다.
20161221,증평 귀농 귀촌인 영농정착기술 교육 수료식 개최,[중도일보] 증평군농업기술센터는 지난 20일 농업인문화관에서 귀농 귀촌인 영농정착기술 교육생 40여명이 참석한 가운데 수료식을 개최했다. 농기센터는 귀농 귀촌인의 농촌생활적응 및 농업기술 교육으로 농정착을 성공적으로 유도하기 위해 지난 3월부터 최근까지 총 8회 걸쳐 40시간 교육을 진행했다.교육에서는 농업과 농촌을 이해하고 다양한 농업정보를 알리기 위..
20161221,"농정원, 전국 4만여개 농촌마을 정보 제공","아주경제 김선국 기자 =농림수산식품교육문화정보원(이하 농정원)는 28일부터 귀농 귀촌에 대한 관심 높은 국민을 대상으로 전국 농촌마을 백과사전 서비스를 제공한다고 21일 밝혔다.? 전국 3만5695개 농촌마을에 대한 생활환경을 조사하고 이에 대한 세부 정보를 제공할 수 있는 서비스를 농정원이 구축했다.? 이 서비스는 행정리별 자연마을명, 마을 유래, .."
20161221,축산물이력정보 月 350만건 조회 ‘최고’,"‘국민 체감형 HOT Data’ 농식품부, 인기 톱8 발표



농산물가격 농업경영정보 2 3위

포털 ‘옥답’서 통합해 제공키로

“농업 농촌 관련정보 쉽게 접근

민간 데이터활용 정부 3.0 기본”#사례1



충남 부여군의 딸기작목반장인 하종성 씨는 지난해보다 15%나 수입이 늘었다. 설비투자로 생산 방식을 획기적으로 바꾼 것도, 다른 고소득 품.."
